,caseid_new,partner_political,resondent_political,income_gap_raw,same_political,income_gap,respondent_earn_more
2284,3517255,no preference,republican,i earned more,0,1.0,1.0
2285,3518553,independent,republican,i earned more,0,1.0,1.0
2286,3520375,democrat,democrat,i earned more,1,1.0,1.0
2287,3521541,democrat,democrat,i earned more,1,1.0,1.0
2288,3524281,democrat,democrat,partner earned more,1,1.0,0.0
2289,3526335,democrat,democrat,i earned more,1,1.0,1.0
2290,3528551,no preference,democrat,partner earned more,0,1.0,0.0
2291,3530391,republican,republican,partner earned more,1,1.0,0.0
2292,3532465,democrat,democrat,i earned more,1,1.0,1.0
2293,3535676,republican,republican,we earned about the same amount,1,0.0,
2294,3536365,no preference,democrat,we earned about the same amount,0,0.0,
2295,3537861,republican,republican,i earned more,1,1.0,1.0
2296,3540311,republican,republican,partner earned more,1,1.0,0.0
2297,3541521,republican,republican,i earned more,1,1.0,1.0
2298,3543225,democrat,democrat,i earned more,1,1.0,1.0
2299,3547415,republican,democrat,we earned about the same amount,0,0.0,
2300,3548505,democrat,republican,partner earned more,0,1.0,0.0
2301,3549425,independent,democrat,we earned about the same amount,0,0.0,
2302,3550861,democrat,democrat,i earned more,1,1.0,1.0
2303,3551483,republican,republican,we earned about the same amount,1,0.0,
2304,3552321,democrat,democrat,partner earned more,1,1.0,0.0
2305,3553445,independent,democrat,i earned more,0,1.0,1.0
2306,3554671,no preference,republican,partner earned more,0,1.0,0.0
2307,3555205,no preference,democrat,i earned more,0,1.0,1.0
2308,3557522,democrat,democrat,we earned about the same amount,1,0.0,
2309,3558553,democrat,democrat,we earned about the same amount,1,0.0,
2310,3559361,democrat,democrat,i earned more,1,1.0,1.0
2311,3561443,republican,republican,i earned more,1,1.0,1.0
2312,3563881,independent,republican,we earned about the same amount,0,0.0,
2313,3564591,"another party, please specify",republican,partner earned more,0,1.0,0.0
2314,3565245,independent,democrat,partner earned more,0,1.0,0.0
2315,3566493,republican,republican,i earned more,1,1.0,1.0
2316,3568193,democrat,republican,i earned more,0,1.0,1.0
2317,3569311,no preference,democrat,i earned more,0,1.0,1.0
2318,3571246,republican,republican,we earned about the same amount,1,0.0,
2319,3576651,no preference,republican,i earned more,0,1.0,1.0
2320,3577445,independent,democrat,i earned more,0,1.0,1.0
2321,3579571,no preference,democrat,i earned more,0,1.0,1.0
2322,3582506,democrat,democrat,partner earned more,1,1.0,0.0
2323,3583571,no preference,democrat,partner earned more,0,1.0,0.0
2324,3584485,independent,republican,i earned more,0,1.0,1.0
2325,3586365,no preference,democrat,i earned more,0,1.0,1.0
2326,3588486,no preference,democrat,partner earned more,0,1.0,0.0
2327,3591375,no preference,democrat,partner earned more,0,1.0,0.0
2328,3592266,democrat,democrat,partner earned more,1,1.0,0.0
2329,3593355,democrat,republican,partner earned more,0,1.0,0.0
2330,3594441,no preference,republican,i earned more,0,1.0,1.0
2331,3596326,democrat,democrat,i earned more,1,1.0,1.0
2332,3598491,republican,democrat,partner earned more,0,1.0,0.0
2333,3599411,no preference,other,partner earned more,0,1.0,0.0
2334,3600205,democrat,democrat,we earned about the same amount,1,0.0,
2335,3601366,democrat,democrat,i earned more,1,1.0,1.0
2336,3602451,independent,republican,i earned more,0,1.0,1.0
2337,3603451,democrat,other,refused,0,,
2338,3604311,no preference,republican,partner earned more,0,1.0,0.0
2339,3605511,democrat,republican,we earned about the same amount,0,0.0,
2340,3606295,no preference,democrat,i earned more,0,1.0,1.0
2341,3607516,democrat,democrat,partner earned more,1,1.0,0.0
2342,3609351,independent,republican,i earned more,0,1.0,1.0
2343,3610311,republican,republican,partner earned more,1,1.0,0.0
2344,3611361,democrat,democrat,partner earned more,1,1.0,0.0
2345,3613386,no preference,republican,i earned more,0,1.0,1.0
2346,3615423,"another party, please specify",democrat,partner earned more,0,1.0,0.0
2347,3616701,democrat,democrat,i earned more,1,1.0,1.0
2348,3617411,democrat,democrat,i earned more,1,1.0,1.0
2349,3618561,no preference,other,i earned more,0,1.0,1.0
2350,3619411,no preference,democrat,partner earned more,0,1.0,0.0
2351,3622666,democrat,republican,partner earned more,0,1.0,0.0
2352,3623351,no preference,democrat,partner earned more,0,1.0,0.0
2353,3625311,no preference,republican,partner earned more,0,1.0,0.0
2354,3626301,democrat,democrat,i earned more,1,1.0,1.0
2355,3628296,democrat,democrat,we earned about the same amount,1,0.0,
2356,3630791,independent,democrat,partner earned more,0,1.0,0.0
2357,3632653,no preference,democrat,partner earned more,0,1.0,0.0
2358,3634581,no preference,republican,i earned more,0,1.0,1.0
2359,3635255,democrat,democrat,partner earned more,1,1.0,0.0
2360,3638371,independent,other,i earned more,0,1.0,1.0
2361,3639315,no preference,democrat,we earned about the same amount,0,0.0,
2362,3643584,democrat,democrat,partner earned more,1,1.0,0.0
2363,3644396,independent,republican,i earned more,0,1.0,1.0
2364,3645255,democrat,democrat,we earned about the same amount,1,0.0,
2365,3646495,democrat,democrat,i earned more,1,1.0,1.0
2366,3647521,democrat,republican,we earned about the same amount,0,0.0,
2367,3649511,democrat,democrat,partner earned more,1,1.0,0.0
2368,3650431,independent,democrat,i earned more,0,1.0,1.0
2369,3651501,democrat,democrat,partner earned more,1,1.0,0.0
2370,3657561,democrat,democrat,i earned more,1,1.0,1.0
2371,3658711,republican,republican,partner earned more,1,1.0,0.0
2372,3659523,no preference,democrat,partner earned more,0,1.0,0.0
2373,3660426,no preference,democrat,i earned more,0,1.0,1.0
2374,3661281,republican,republican,partner earned more,1,1.0,0.0
2375,3662912,democrat,republican,i earned more,0,1.0,1.0
2376,3663613,independent,democrat,i earned more,0,1.0,1.0
2377,3665205,democrat,democrat,partner earned more,1,1.0,0.0
2378,3666235,no preference,republican,partner earned more,0,1.0,0.0
2379,3667552,no preference,democrat,refused,0,,
2380,3668296,democrat,republican,partner earned more,0,1.0,0.0
2381,3671501,republican,republican,i earned more,1,1.0,1.0
2382,3673441,republican,republican,i earned more,1,1.0,1.0
2383,3674446,democrat,democrat,i earned more,1,1.0,1.0
2384,3676534,democrat,democrat,i earned more,1,1.0,1.0
2385,3678386,democrat,democrat,partner earned more,1,1.0,0.0
2386,3679261,republican,republican,partner earned more,1,1.0,0.0
2387,3681446,democrat,democrat,partner earned more,1,1.0,0.0
2388,3682731,democrat,democrat,we earned about the same amount,1,0.0,
2389,3683281,democrat,democrat,i earned more,1,1.0,1.0
2390,3684471,democrat,democrat,partner earned more,1,1.0,0.0
2391,3686291,democrat,republican,i earned more,0,1.0,1.0
2392,3688703,independent,republican,i earned more,0,1.0,1.0
2393,3689341,republican,republican,partner earned more,1,1.0,0.0
2394,3690466,independent,democrat,partner earned more,0,1.0,0.0
2395,3693711,republican,republican,i earned more,1,1.0,1.0
2396,3695346,independent,democrat,partner earned more,0,1.0,0.0
2397,3700581,independent,democrat,i earned more,0,1.0,1.0
2398,3701251,republican,republican,partner earned more,1,1.0,0.0
2399,3702371,republican,republican,i earned more,1,1.0,1.0
2400,3703801,republican,republican,we earned about the same amount,1,0.0,
2401,3705411,democrat,democrat,i earned more,1,1.0,1.0
2402,3706401,independent,democrat,i earned more,0,1.0,1.0
2403,3707656,independent,democrat,i earned more,0,1.0,1.0
2404,3710375,democrat,democrat,partner earned more,1,1.0,0.0
2405,3711551,democrat,democrat,partner earned more,1,1.0,0.0
2406,3713335,democrat,democrat,partner earned more,1,1.0,0.0
2407,3715435,independent,democrat,i earned more,0,1.0,1.0
2408,3716301,democrat,democrat,we earned about the same amount,1,0.0,
2409,3717601,republican,republican,partner earned more,1,1.0,0.0
2410,3718681,republican,republican,i earned more,1,1.0,1.0
2411,3719281,no preference,republican,i earned more,0,1.0,1.0
2412,3720492,democrat,democrat,i earned more,1,1.0,1.0
2413,3723591,democrat,democrat,i earned more,1,1.0,1.0
2414,3724331,independent,republican,partner earned more,0,1.0,0.0
2415,3725655,democrat,democrat,i earned more,1,1.0,1.0
2416,3727751,no preference,republican,i earned more,0,1.0,1.0
2417,3728652,no preference,democrat,i earned more,0,1.0,1.0
2418,3731315,independent,republican,i earned more,0,1.0,1.0
2419,3732301,independent,republican,i earned more,0,1.0,1.0
2420,3733373,democrat,democrat,i earned more,1,1.0,1.0
2421,3734661,republican,democrat,partner earned more,0,1.0,0.0
2422,3735326,no preference,republican,i earned more,0,1.0,1.0
2423,3736501,republican,republican,partner earned more,1,1.0,0.0
2424,3737521,democrat,democrat,i earned more,1,1.0,1.0
2425,3741436,democrat,democrat,i earned more,1,1.0,1.0
2426,3742576,democrat,democrat,we earned about the same amount,1,0.0,
2427,3743291,independent,republican,we earned about the same amount,0,0.0,
2428,3744371,no preference,democrat,i earned more,0,1.0,1.0
2429,3745286,republican,republican,i earned more,1,1.0,1.0
2430,3746371,democrat,republican,partner earned more,0,1.0,0.0
2431,3747351,republican,republican,i earned more,1,1.0,1.0
2432,3749361,republican,republican,i earned more,1,1.0,1.0
2433,3752802,republican,republican,i earned more,1,1.0,1.0
2434,3754601,independent,democrat,partner earned more,0,1.0,0.0
2435,3756501,republican,democrat,partner earned more,0,1.0,0.0
2436,3757616,democrat,democrat,i earned more,1,1.0,1.0
2437,3760235,independent,democrat,we earned about the same amount,0,0.0,
2438,3761321,republican,republican,partner earned more,1,1.0,0.0
2439,3763501,democrat,democrat,i earned more,1,1.0,1.0
2440,3765215,democrat,democrat,partner earned more,1,1.0,0.0
2441,3766424,no preference,republican,we earned about the same amount,0,0.0,
2442,3767711,republican,republican,i earned more,1,1.0,1.0
2443,3768361,no preference,democrat,partner earned more,0,1.0,0.0
2444,3769215,democrat,democrat,i earned more,1,1.0,1.0
2445,3770411,democrat,democrat,partner earned more,1,1.0,0.0
2446,3772281,democrat,democrat,i earned more,1,1.0,1.0
2447,3773233,democrat,democrat,we earned about the same amount,1,0.0,
2448,3774591,republican,republican,partner earned more,1,1.0,0.0
2449,3777631,democrat,democrat,partner earned more,1,1.0,0.0
2450,3778515,republican,democrat,partner earned more,0,1.0,0.0
2451,3779621,democrat,democrat,partner earned more,1,1.0,0.0
2452,3782331,democrat,democrat,partner earned more,1,1.0,0.0
2453,3784205,democrat,democrat,partner earned more,1,1.0,0.0
2454,3787205,independent,democrat,we earned about the same amount,0,0.0,
2455,3788441,democrat,republican,i earned more,0,1.0,1.0
2456,3789451,democrat,republican,partner earned more,0,1.0,0.0
2457,3790321,no preference,democrat,i earned more,0,1.0,1.0
2458,3792576,democrat,republican,i earned more,0,1.0,1.0
2459,3793561,republican,republican,i earned more,1,1.0,1.0
2460,3794566,republican,democrat,i earned more,0,1.0,1.0
2461,3795831,democrat,democrat,i earned more,1,1.0,1.0
2462,3798621,no preference,democrat,we earned about the same amount,0,0.0,
2463,3800361,no preference,republican,i earned more,0,1.0,1.0
2464,3802391,republican,republican,i earned more,1,1.0,1.0
2465,3805265,republican,republican,partner earned more,1,1.0,0.0
2466,3806531,republican,republican,partner earned more,1,1.0,0.0
2467,3808501,democrat,democrat,partner earned more,1,1.0,0.0
2468,3809225,no preference,democrat,partner earned more,0,1.0,0.0
2469,3810446,democrat,democrat,i earned more,1,1.0,1.0
2470,3819381,democrat,democrat,partner earned more,1,1.0,0.0
2471,3820451,independent,republican,i earned more,0,1.0,1.0
2472,3823391,democrat,republican,i earned more,0,1.0,1.0
2473,3824526,independent,democrat,we earned about the same amount,0,0.0,
2474,3825551,no preference,democrat,partner earned more,0,1.0,0.0
2475,3826525,democrat,democrat,i earned more,1,1.0,1.0
2476,3827291,republican,republican,partner earned more,1,1.0,0.0
2477,3828261,no preference,republican,we earned about the same amount,0,0.0,
2478,3829381,independent,republican,partner earned more,0,1.0,0.0
2479,3830753,democrat,democrat,we earned about the same amount,1,0.0,
2480,3831396,independent,democrat,partner earned more,0,1.0,0.0
2481,3832225,democrat,democrat,partner earned more,1,1.0,0.0
2482,3834301,republican,republican,i earned more,1,1.0,1.0
2483,3837235,republican,democrat,partner earned more,0,1.0,0.0
2484,3839381,republican,republican,partner earned more,1,1.0,0.0
2485,3842574,democrat,democrat,partner earned more,1,1.0,0.0
2486,3843271,republican,republican,we earned about the same amount,1,0.0,
2487,3844421,republican,republican,partner earned more,1,1.0,0.0
2488,3845284,no preference,republican,i earned more,0,1.0,1.0
2489,3847441,independent,democrat,partner earned more,0,1.0,0.0
2490,3849483,democrat,democrat,we earned about the same amount,1,0.0,
2491,3850206,republican,democrat,we earned about the same amount,0,0.0,
2492,3851371,democrat,republican,i earned more,0,1.0,1.0
2493,3854246,democrat,other,i earned more,0,1.0,1.0
2494,3855341,independent,republican,partner earned more,0,1.0,0.0
2495,3856361,republican,republican,i earned more,1,1.0,1.0
2496,3858635,democrat,democrat,partner earned more,1,1.0,0.0
2497,3859842,democrat,democrat,refused,1,,
2498,3862286,democrat,democrat,i earned more,1,1.0,1.0
2499,3864411,democrat,democrat,i earned more,1,1.0,1.0
2500,3865431,no preference,republican,i earned more,0,1.0,1.0
2501,3866491,no preference,other,i earned more,0,1.0,1.0
2502,3868471,no preference,democrat,i earned more,0,1.0,1.0
2503,3869391,republican,republican,i earned more,1,1.0,1.0
2504,3870246,independent,democrat,i earned more,0,1.0,1.0
2505,3871551,no preference,republican,partner earned more,0,1.0,0.0
2506,3872275,democrat,democrat,partner earned more,1,1.0,0.0
2507,3873291,democrat,democrat,partner earned more,1,1.0,0.0
2508,3874515,no preference,democrat,i earned more,0,1.0,1.0
2509,3875581,democrat,democrat,partner earned more,1,1.0,0.0
2510,3880631,republican,republican,i earned more,1,1.0,1.0
2511,3882461,no preference,republican,i earned more,0,1.0,1.0
2512,3884371,independent,republican,we earned about the same amount,0,0.0,
2513,3885693,no preference,other,i earned more,0,1.0,1.0
2514,3886611,democrat,democrat,i earned more,1,1.0,1.0
2515,3887361,democrat,democrat,partner earned more,1,1.0,0.0
2516,3888595,democrat,democrat,partner earned more,1,1.0,0.0
2517,3891381,independent,democrat,i earned more,0,1.0,1.0
2518,3892443,democrat,democrat,we earned about the same amount,1,0.0,
2519,3894295,independent,democrat,partner earned more,0,1.0,0.0
2520,3896594,democrat,democrat,we earned about the same amount,1,0.0,
2521,3897456,democrat,democrat,i earned more,1,1.0,1.0
2522,3898286,independent,republican,we earned about the same amount,0,0.0,
2523,3901781,democrat,democrat,i earned more,1,1.0,1.0
2524,3902395,independent,republican,i earned more,0,1.0,1.0
2525,3903571,independent,democrat,partner earned more,0,1.0,0.0
2526,3904375,democrat,democrat,i earned more,1,1.0,1.0
2527,3906365,democrat,democrat,i earned more,1,1.0,1.0
2528,3909431,independent,republican,i earned more,0,1.0,1.0
2529,3910661,no preference,democrat,partner earned more,0,1.0,0.0
2530,3912563,republican,democrat,partner earned more,0,1.0,0.0
2531,3913541,democrat,democrat,partner earned more,1,1.0,0.0
2532,3914561,republican,democrat,partner earned more,0,1.0,0.0
2533,3915415,no preference,republican,partner earned more,0,1.0,0.0
2534,3916511,republican,republican,i earned more,1,1.0,1.0
2535,3917481,no preference,democrat,we earned about the same amount,0,0.0,
2536,3918383,democrat,democrat,partner earned more,1,1.0,0.0
2537,3919306,democrat,republican,we earned about the same amount,0,0.0,
2538,3920521,no preference,republican,partner earned more,0,1.0,0.0
2539,3921501,democrat,democrat,i earned more,1,1.0,1.0
2540,3923555,republican,republican,partner earned more,1,1.0,0.0
2541,3924481,democrat,democrat,partner earned more,1,1.0,0.0
2542,3925435,democrat,democrat,i earned more,1,1.0,1.0
2543,3926361,democrat,democrat,i earned more,1,1.0,1.0
2544,3927521,no preference,democrat,we earned about the same amount,0,0.0,
2545,3928361,democrat,democrat,partner earned more,1,1.0,0.0
2546,3929554,no preference,republican,partner earned more,0,1.0,0.0
2547,3930426,democrat,democrat,partner earned more,1,1.0,0.0
2548,3932306,no preference,republican,i earned more,0,1.0,1.0
2549,3933552,democrat,democrat,partner earned more,1,1.0,0.0
2550,3935335,democrat,democrat,i earned more,1,1.0,1.0
2551,3936511,democrat,democrat,we earned about the same amount,1,0.0,
2552,3937436,independent,democrat,partner earned more,0,1.0,0.0
2553,3941351,republican,republican,i earned more,1,1.0,1.0
2554,3945453,democrat,democrat,i earned more,1,1.0,1.0
2555,3946295,independent,democrat,i earned more,0,1.0,1.0
2556,3949583,democrat,democrat,partner earned more,1,1.0,0.0
2557,3950465,democrat,democrat,i earned more,1,1.0,1.0
2558,3952431,republican,republican,i earned more,1,1.0,1.0
2559,3953206,independent,democrat,we earned about the same amount,0,0.0,
2560,3954341,republican,republican,partner earned more,1,1.0,0.0
2561,3957226,democrat,democrat,partner earned more,1,1.0,0.0
2562,3958341,no preference,democrat,i earned more,0,1.0,1.0
2563,3959235,no preference,republican,partner earned more,0,1.0,0.0
2564,3960301,democrat,democrat,partner earned more,1,1.0,0.0
2565,3962581,republican,republican,i earned more,1,1.0,1.0
2566,3965421,no preference,republican,partner earned more,0,1.0,0.0
2567,3968596,democrat,democrat,i earned more,1,1.0,1.0
2568,3971256,independent,other,i earned more,0,1.0,1.0
2569,3974261,republican,democrat,we earned about the same amount,0,0.0,
2570,3975505,democrat,democrat,i earned more,1,1.0,1.0
2571,3976383,independent,democrat,partner earned more,0,1.0,0.0
2572,3977691,republican,democrat,we earned about the same amount,0,0.0,
2573,3979235,independent,democrat,i earned more,0,1.0,1.0
2574,3980413,democrat,democrat,partner earned more,1,1.0,0.0
2575,3981321,independent,democrat,partner earned more,0,1.0,0.0
2576,3982235,democrat,democrat,i earned more,1,1.0,1.0
2577,3984371,republican,republican,partner earned more,1,1.0,0.0
2578,3986455,democrat,democrat,i earned more,1,1.0,1.0
2579,3987371,democrat,democrat,partner earned more,1,1.0,0.0
2580,3989245,democrat,democrat,partner earned more,1,1.0,0.0
2581,3990426,republican,democrat,i earned more,0,1.0,1.0
2582,3991391,democrat,democrat,partner earned more,1,1.0,0.0
2583,3993486,democrat,democrat,partner earned more,1,1.0,0.0
2584,3994301,republican,republican,i earned more,1,1.0,1.0
2585,3995436,democrat,democrat,i earned more,1,1.0,1.0
2586,3996271,republican,republican,partner earned more,1,1.0,0.0
2587,3997265,democrat,democrat,i earned more,1,1.0,1.0
2588,3998541,republican,republican,i earned more,1,1.0,1.0
2589,3999403,democrat,democrat,partner earned more,1,1.0,0.0
2590,4000465,democrat,democrat,partner earned more,1,1.0,0.0
2591,4001391,democrat,republican,partner earned more,0,1.0,0.0
2592,4005581,republican,other,partner earned more,0,1.0,0.0
2593,4006641,republican,republican,i earned more,1,1.0,1.0
2594,4007271,no preference,democrat,partner earned more,0,1.0,0.0
2595,4009326,democrat,democrat,i earned more,1,1.0,1.0
2596,4010416,independent,democrat,i earned more,0,1.0,1.0
2597,4011225,democrat,democrat,partner earned more,1,1.0,0.0
2598,4013336,no preference,democrat,partner earned more,0,1.0,0.0
2599,4014721,democrat,democrat,we earned about the same amount,1,0.0,
2600,4016605,democrat,democrat,i earned more,1,1.0,1.0
2601,4018584,democrat,democrat,partner earned more,1,1.0,0.0
2602,4020486,independent,democrat,i earned more,0,1.0,1.0
2603,4021321,democrat,democrat,partner earned more,1,1.0,0.0
2604,4027356,no preference,democrat,partner earned more,0,1.0,0.0
2605,4028461,democrat,democrat,partner earned more,1,1.0,0.0
2606,4031246,democrat,democrat,i earned more,1,1.0,1.0
2607,4032561,democrat,democrat,we earned about the same amount,1,0.0,
2608,4037586,republican,democrat,partner earned more,0,1.0,0.0
2609,4040561,democrat,democrat,partner earned more,1,1.0,0.0
2610,4041271,democrat,republican,partner earned more,0,1.0,0.0
2611,4042195,independent,republican,i earned more,0,1.0,1.0
2612,4043671,democrat,democrat,i earned more,1,1.0,1.0
2613,4044591,democrat,democrat,we earned about the same amount,1,0.0,
2614,4045235,democrat,democrat,i earned more,1,1.0,1.0
2615,4047271,democrat,democrat,i earned more,1,1.0,1.0
2616,4048611,democrat,democrat,i earned more,1,1.0,1.0
2617,4050291,democrat,democrat,partner earned more,1,1.0,0.0
2618,4051576,republican,republican,i earned more,1,1.0,1.0
2619,4052346,democrat,democrat,we earned about the same amount,1,0.0,
2620,4054305,democrat,democrat,partner earned more,1,1.0,0.0
2621,4055261,democrat,democrat,partner earned more,1,1.0,0.0
2622,4056536,democrat,democrat,i earned more,1,1.0,1.0
2623,4057293,no preference,republican,partner earned more,0,1.0,0.0
2624,4059602,democrat,republican,i earned more,0,1.0,1.0
2625,4061201,no preference,republican,partner earned more,0,1.0,0.0
2626,4064361,democrat,democrat,i earned more,1,1.0,1.0
2627,4065491,independent,democrat,i earned more,0,1.0,1.0
2628,4066436,republican,republican,i earned more,1,1.0,1.0
2629,4067321,republican,republican,partner earned more,1,1.0,0.0
2630,4069331,democrat,democrat,i earned more,1,1.0,1.0
2631,4071353,democrat,democrat,partner earned more,1,1.0,0.0
2632,4072283,republican,republican,i earned more,1,1.0,1.0
2633,4073291,republican,republican,partner earned more,1,1.0,0.0
2634,4074333,no preference,other,partner earned more,0,1.0,0.0
2635,4076391,republican,democrat,partner earned more,0,1.0,0.0
2636,4077433,no preference,republican,partner earned more,0,1.0,0.0
2637,4078261,democrat,democrat,partner earned more,1,1.0,0.0
2638,4080471,republican,republican,partner earned more,1,1.0,0.0
2639,4082563,independent,democrat,i earned more,0,1.0,1.0
2640,4083471,democrat,democrat,i earned more,1,1.0,1.0
2641,4084391,democrat,democrat,we earned about the same amount,1,0.0,
2642,4086476,democrat,democrat,i earned more,1,1.0,1.0
2643,4087611,republican,republican,we earned about the same amount,1,0.0,
2644,4088495,republican,republican,partner earned more,1,1.0,0.0
2645,4089221,"another party, please specify",other,partner earned more,0,1.0,0.0
2646,4090741,republican,republican,partner earned more,1,1.0,0.0
2647,4091205,no preference,democrat,we earned about the same amount,0,0.0,
2648,4092313,democrat,democrat,i earned more,1,1.0,1.0
2649,4093341,democrat,democrat,partner earned more,1,1.0,0.0
2650,4095225,independent,republican,i earned more,0,1.0,1.0
2651,4096646,democrat,democrat,i earned more,1,1.0,1.0
2652,4098234,no preference,democrat,i earned more,0,1.0,1.0
2653,4100616,democrat,democrat,partner earned more,1,1.0,0.0
2654,4101551,democrat,democrat,i earned more,1,1.0,1.0
2655,4103576,democrat,democrat,partner earned more,1,1.0,0.0
2656,4104711,democrat,democrat,we earned about the same amount,1,0.0,
2657,4106215,no preference,democrat,partner earned more,0,1.0,0.0
2658,4107311,democrat,democrat,partner earned more,1,1.0,0.0
2659,4108271,democrat,democrat,partner earned more,1,1.0,0.0
2660,4109271,republican,republican,partner earned more,1,1.0,0.0
2661,4110451,no preference,republican,i earned more,0,1.0,1.0
2662,4111331,democrat,democrat,i earned more,1,1.0,1.0
2663,4114295,democrat,republican,i earned more,0,1.0,1.0
2664,4115421,republican,republican,i earned more,1,1.0,1.0
2665,4117371,democrat,democrat,i earned more,1,1.0,1.0
2666,4118275,democrat,democrat,partner earned more,1,1.0,0.0
2667,4119623,independent,republican,partner earned more,0,1.0,0.0
2668,4122321,democrat,democrat,we earned about the same amount,1,0.0,
2669,4124276,democrat,democrat,i earned more,1,1.0,1.0
2670,4126631,no preference,other,partner earned more,0,1.0,0.0
2671,4128391,no preference,democrat,partner earned more,0,1.0,0.0
2672,4130581,democrat,democrat,partner earned more,1,1.0,0.0
2673,4131553,republican,democrat,partner earned more,0,1.0,0.0
2674,4133451,democrat,democrat,partner earned more,1,1.0,0.0
2675,4134391,no preference,republican,i earned more,0,1.0,1.0
2676,4135235,no preference,democrat,we earned about the same amount,0,0.0,
2677,4136311,democrat,democrat,i earned more,1,1.0,1.0
2678,4137681,democrat,democrat,partner earned more,1,1.0,0.0
2679,4138321,democrat,democrat,partner earned more,1,1.0,0.0
2680,4139266,democrat,democrat,i earned more,1,1.0,1.0
2681,4140291,independent,republican,partner earned more,0,1.0,0.0
2682,4141421,republican,republican,i earned more,1,1.0,1.0
2683,4142622,democrat,democrat,we earned about the same amount,1,0.0,
2684,4143305,independent,democrat,we earned about the same amount,0,0.0,
2685,4145331,democrat,democrat,i earned more,1,1.0,1.0
2686,4147263,democrat,democrat,i earned more,1,1.0,1.0
2687,4148521,democrat,democrat,partner earned more,1,1.0,0.0
2688,4149281,republican,republican,i earned more,1,1.0,1.0
2689,4150351,democrat,republican,partner earned more,0,1.0,0.0
2690,4154401,democrat,democrat,partner earned more,1,1.0,0.0
2691,4156566,democrat,democrat,i earned more,1,1.0,1.0
2692,4158544,democrat,democrat,i earned more,1,1.0,1.0
2693,4161446,independent,republican,i earned more,0,1.0,1.0
2694,4162836,democrat,democrat,partner earned more,1,1.0,0.0
2695,4164546,democrat,democrat,partner earned more,1,1.0,0.0
2696,4165616,democrat,democrat,i earned more,1,1.0,1.0
2697,4167361,republican,republican,i earned more,1,1.0,1.0
2698,4168555,democrat,democrat,i earned more,1,1.0,1.0
2699,4169431,republican,republican,partner earned more,1,1.0,0.0
2700,4170295,no preference,democrat,we earned about the same amount,0,0.0,
2701,4171621,democrat,democrat,partner earned more,1,1.0,0.0
2702,4172215,republican,republican,partner earned more,1,1.0,0.0
2703,4174761,democrat,democrat,i earned more,1,1.0,1.0
2704,4175506,independent,democrat,we earned about the same amount,0,0.0,
2705,4176275,republican,democrat,we earned about the same amount,0,0.0,
2706,4177791,no preference,republican,i earned more,0,1.0,1.0
2707,4178551,independent,democrat,i earned more,0,1.0,1.0
2708,4180501,republican,democrat,i earned more,0,1.0,1.0
2709,4181551,independent,republican,i earned more,0,1.0,1.0
2710,4182701,republican,republican,partner earned more,1,1.0,0.0
2711,4183235,no preference,republican,partner earned more,0,1.0,0.0
2712,4187491,independent,republican,partner earned more,0,1.0,0.0
2713,4190391,republican,republican,partner earned more,1,1.0,0.0
2714,4191521,independent,democrat,i earned more,0,1.0,1.0
2715,4192621,democrat,democrat,we earned about the same amount,1,0.0,
2716,4193661,democrat,democrat,i earned more,1,1.0,1.0
2717,4194511,no preference,republican,i earned more,0,1.0,1.0
2718,4195661,no preference,republican,i earned more,0,1.0,1.0
2719,4197351,republican,republican,partner earned more,1,1.0,0.0
2720,4198592,republican,republican,partner earned more,1,1.0,0.0
2721,4199553,no preference,democrat,partner earned more,0,1.0,0.0
2722,4201445,no preference,democrat,partner earned more,0,1.0,0.0
2723,4202381,democrat,democrat,partner earned more,1,1.0,0.0
2724,4203591,independent,democrat,partner earned more,0,1.0,0.0
2725,4204465,republican,republican,partner earned more,1,1.0,0.0
2726,4205251,"another party, please specify",republican,partner earned more,0,1.0,0.0
2727,4210581,democrat,other,partner earned more,0,1.0,0.0
2728,4212411,republican,republican,i earned more,1,1.0,1.0
2729,4215471,democrat,democrat,partner earned more,1,1.0,0.0
2730,4216511,independent,republican,partner earned more,0,1.0,0.0
2731,4218401,republican,republican,i earned more,1,1.0,1.0
2732,4219751,independent,other,i earned more,0,1.0,1.0
2733,4220781,democrat,democrat,i earned more,1,1.0,1.0
2734,4221761,republican,democrat,i earned more,0,1.0,1.0
2735,4222515,republican,republican,partner earned more,1,1.0,0.0
2736,4224431,republican,republican,partner earned more,1,1.0,0.0
2737,4226275,democrat,democrat,partner earned more,1,1.0,0.0
2738,4227451,republican,republican,partner earned more,1,1.0,0.0
2739,4228671,democrat,democrat,partner earned more,1,1.0,0.0
2740,4229591,republican,democrat,i earned more,0,1.0,1.0
2741,4231311,republican,democrat,i earned more,0,1.0,1.0
2742,4233321,no preference,democrat,partner earned more,0,1.0,0.0
2743,4234601,republican,democrat,partner earned more,0,1.0,0.0
2744,4236251,no preference,democrat,partner earned more,0,1.0,0.0
2745,4237501,no preference,democrat,we earned about the same amount,0,0.0,
2746,4239461,no preference,republican,we earned about the same amount,0,0.0,
2747,4240551,democrat,democrat,i earned more,1,1.0,1.0
2748,4241205,republican,republican,i earned more,1,1.0,1.0
2749,4242391,republican,republican,partner earned more,1,1.0,0.0
2750,4244731,republican,republican,we earned about the same amount,1,0.0,
2751,4245591,republican,democrat,partner earned more,0,1.0,0.0
2752,4247671,republican,republican,i earned more,1,1.0,1.0
